Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
NJ4B,LAMSAS,Male,53,White,At least some high school,Farmer,Logan,Gloucester ,NJ,39.75,-75.3125,"Lowman, Guy",1939,
NJ5A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,Winslow,Camden ,NJ,39.71722,-74.96972,"Lowman, Guy",1939,
NJ5B,LAMSAS,Male,58,White,Between 1 and 8 years,Clerical or sales position,Winslow,Camden ,NJ,39.71528,-74.90111,"Lowman, Guy",1939,
NJ6A,LAMSAS,Male,75,White,At least some high school,Farmer,Port Republic,Atlantic ,NJ,39.52056,-74.48611,"Lowman, Guy",1941,
NJ6B,LAMSAS,Male,47,White,Between 1 and 8 years,Farmer,Egg Harbor,Atlantic ,NJ,39.33417,-74.59472,"Lowman, Guy",1939,
NJ7A,LAMSAS,Male,72,White,At least some high school,Laborer,Tabernacle,Burlington ,NJ,39.82611,-74.60472,"Lowman, Guy",1939,
NJ7B!,LAMSAS,Female,49,White,At least some college or beyond,Keeping house,Willingboro,Burlington ,NJ,40.01056,-74.86723,"Lowman, Guy",1941,
NJ8A,LAMSAS,Male,77,White,No formal schooling,Farmer,Little Egg Harbor,Ocean ,NJ,39.74639,-74.37083,"Lowman, Guy",1941,
NJ8B,LAMSAS,Male,57,White,At least some high school,Clerical or sales position,Union,Ocean ,NJ,39.75306,-74.22334,"Lowman, Guy",1941,
NJ9A,LAMSAS,Female,76,White,At least some high school,Keeping house,Manalapan,Monmouth ,NJ,40.29722,-74.35861,"Lowman, Guy",1941,
NJ9B,LAMSAS,Male,56,White,At least some high school,Farmer,Manalapan,Monmouth ,NJ,40.27945,-74.33472,"Lowman, Guy",1941,
NJ10A,LAMSAS,Male,78,White,At least some high school,Fisher,Perth Amboy,Middlesex ,NJ,40.50667,-74.26583,"Lowman, Guy",1941,
NJ10B,LAMSAS,Male,68,White,At least some high school,Farmer,Monroe,Middlesex ,NJ,40.32389,-74.47139,"Lowman, Guy",1941,
NJ10C,LAMSAS,Male,49,White,At least some college or beyond,Farmer,Monroe,Middlesex ,NJ,40.31611,-74.51417,"Lowman, Guy",1941,
NJ10D!,LAMSAS,Male,59,White,At least some college or beyond,Clerical or sales position,New Brunswick,Middlesex ,NJ,40.48611,-74.45222,"Lowman, Guy",1941,
NJ11A,LAMSAS,Male,82,White,At least some high school,Farmer,Hopewell,Mercer ,NJ,40.38917,-74.76222,"Lowman, Guy",1941,
NJ11B,LAMSAS,Female,57,White,At least some high school,Keeping house,Trenton,Trenton,NJ,40.21695,-74.74333,"Lowman, Guy",1941,
NJ11C,LAMSAS,Male,41,White,At least some college or beyond,Farmer,Lawrence,Trenton,NJ,40.33805,-74.72222,"Lowman, Guy",1941,
NJ12A,LAMSAS,Male,80,White,At least some high school,Farmer,Branchburg,Somerset ,NJ,40.50806,-74.73055,"Lowman, Guy",1941,
NJ12B,LAMSAS,Male,49,White,At least some high school,Farmer,Hillsboro,Somerset ,NJ,40.57417,-74.61028,"Lowman, Guy",1941,
NJ13A,LAMSAS,Female,80,White,No formal schooling,Keeping house,East Anwell,Hunterdon ,NJ,40.39861,-74.83417,"Lowman, Guy",1941,
NJ13B,LAMSAS,Male,47,White,At least some high school,Farmer,Raritan,Hunterdon ,NJ,40.475,-74.86389,"Lowman, Guy",1941,
NJ14A,LAMSAS,Male,78,White,At least some high school,Farmer,Blairstown,Warren ,NJ,40.98278,-74.96083,"Lowman, Guy",1941,
NJ14B,LAMSAS,Female,44,White,At least some high school,Keeping house,Independence,Warren ,NJ,40.86861,-74.88944,"Lowman, Guy",1941,
NJ15A,LAMSAS,Male,70,White,At least some high school,Farmer,Stillwater,Sussex ,NJ,41.05806,-74.75305,"Lowman, Guy",1941,
NJ15B,LAMSAS,Male,46,White,At least some high school,Farmer,Frankford,Sussex ,NJ,41.14056,-74.70222,"Lowman, Guy",1941,
NJ16A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,Pequannick,Morris ,NJ,41.00167,-74.3675,"Lowman, Guy",1941,
NJ16B,LAMSAS,Male,45,White,At least some high school,Farmer,Montville,Morris ,NJ,40.92194,-74.34583,"Lowman, Guy",1941,
NJ17A,LAMSAS,Male,82,White,At least some high school,Farmer,Union,Union ,NJ,40.6975,-74.26361,"Lowman, Guy",1941,
NJ17B,LAMSAS,Male,66,White,At least some high school,"Manager, official, or proprietor",Elizabeth,Union ,NJ,40.66389,-74.21111,"Lowman, Guy",1941,
NJ18A,LAMSAS,Female,68,White,At least some high school,Keeping house,Nutley,Essex ,NJ,40.82222,-74.16028,"Lowman, Guy",1941,
NJ18B,LAMSAS,Female,58,White,At least some high school,Keeping house,Nutley,Essex ,NJ,40.83333,-74.16972,"Lowman, Guy",1941,
NJ18C!,LAMSAS,Female,57,White,At least some high school,Professional or technical job,Newark,Newark,NJ,40.73555,-74.17278,"Lowman, Guy",1941,
NJ18D!,LAMSAS,Female,54,White,At least some college or beyond,Teacher,Orange,Essex ,NJ,40.77056,-74.23306,"Lowman, Guy",1941,
NJ19A,LAMSAS,Female,75,White,Between 1 and 8 years,Keeping house,Jersey City,Jersey City,NJ,40.72667,-74.06389,"Lowman, Guy",1941,
NJ19B!,LAMSAS,Female,65,White,At least some high school,Teacher,Jersey City,Jersey City,NJ,40.72805,-74.07806,"Lowman, Guy",1941,
NJ20A,LAMSAS,Male,80,White,At least some college or beyond,Professional or technical job,Park Ridge,Bergen ,NJ,41.0375,-74.04111,"Lowman, Guy",1941,
NJ20B,LAMSAS,Male,61,White,At least some high school,Farmer,Palisade,Bergen ,NJ,40.95861,-74.03722,"Lowman, Guy",1941,
NJ21A,LAMSAS,Male,71,White,At least some high school,Farmer,Wayne,Passaic ,NJ,40.92528,-74.27695,"Lowman, Guy",1941,
NJ21B,LAMSAS,Male,55,White,At least some high school,Farmer,Wayne,Passaic ,NJ,40.91667,-74.17223,"Lowman, Guy",1941,
PA1A,LAMSAS,Male,68,White,Between 1 and 8 years,Operative,Philadelphia,Philadelphia ,PA,39.98583,-75.13223,"Lowman, Guy",1939,
PA1B,LAMSAS,Male,43,White,At least some high school,Craftsman or foreman,Philadelphia,Philadelphia ,PA,40.04167,-75.04166,"Lowman, Guy",1939,
PA1C,LAMSAS,Female,68,White,At least some high school,Keeping house,Philadelphia,Philadelphia ,PA,40.02806,-75.08528,"Lowman, Guy",1939,
PA1D,LAMSAS,Male,66,White,Between 1 and 8 years,Clerical or sales position,Philadelphia,Philadelphia ,PA,39.96667,-75.20834,"Lowman, Guy",1939,
PA1E!,LAMSAS,Male,68,White,At least some college or beyond,Professional or technical job,Philadelphia,Philadelphia ,PA,39.95222,-75.16417,"Lowman, Guy",1939,
PA1F!,LAMSAS,Male,62,White,At least some college or beyond,"Manager, official, or proprietor",Philadelphia,Philadelphia ,PA,40.04333,-75.18056,"Lowman, Guy",1939,
PA1G!,LAMSAS,Male,70,White,At least some college or beyond,"Manager, official, or proprietor",Philadelphia,Philadelphia ,PA,39.91667,-75.16666,"Lowman, Guy",1939,
PA1H!,LAMSAS,Female,59,White,At least some high school,Keeping house,Philadelphia,Philadelphia ,PA,40.04306,-75.18027,"Lowman, Guy",1939,
PA2A,LAMSAS,Male,70,White,At least some high school,Farmer,Makefield,Bucks ,PA,40.36417,-74.95167,"Lowman, Guy",1939,
PA2B,LAMSAS,Male,57,White,At least some college or beyond,Farmer,Solebury,Bucks ,PA,40.35139,-75.00361,"Lowman, Guy",1939,
PA3A,LAMSAS,Female,91,White,Between 1 and 8 years,Keeping house,Trooper,Montgomery ,PA,40.14972,-75.40222,"Lowman, Guy",1939,
PA3B,LAMSAS,Female,67,White,At least some high school,Farmer,Lower Gwynedd,Montgomery ,PA,40.16861,-75.22417,"Lowman, Guy",1940,
PA3C,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,Lower Gwynedd,Montgomery ,PA,40.18528,-75.22806,"Lowman, Guy",1940,
PA4A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,Bethel,Delaware ,PA,39.83972,-75.49389,"Lowman, Guy",1939,
PA4B!,LAMSAS,Male,48,White,At least some college or beyond,Professional or technical job,Chester,Delaware ,PA,39.84945,-75.35611,"Lowman, Guy",1939,
PA5A,LAMSAS,Male,79,White,At least some high school,Laborer,Uwchlan,Chester ,PA,40.07722,-75.69055,"Lowman, Guy",1939,
PA5B,LAMSAS,Male,82,White,At least some high school,Farmer,West Bradford,Chester ,PA,39.94972,-75.68056,"Lowman, Guy",1940,
PA5C,LAMSAS,Male,57,White,Between 1 and 8 years,Laborer,West Bradford,Chester ,PA,40.075,-75.68667,"Lowman, Guy",1939,
PA5D,LAMSAS,Male,67,White,No formal schooling,Farmer,West Fallow,Chester ,PA,39.89167,-75.92194,"Lowman, Guy",1939,
PA5E!,LAMSAS,Male,49,White,At least some college or beyond,Farmer,New London,Chester ,PA,39.7825,-75.87583,"Lowman, Guy",1939,
PA6A,LAMSAS,Male,75,White,At least some high school,Farmer,Bethel,Berks ,PA,40.47445,-76.29166,"Lowman, Guy",1939,
PA6B,LAMSAS,Male,67,White,At least some high school,Operative,Reading,Berks ,PA,40.33556,-75.92722,"Lowman, Guy",1939,
PA6C,LAMSAS,Male,49,White,Between 1 and 8 years,Farmer,Tilden,Berks ,PA,40.55556,-75.98222,"Lowman, Guy",1940,
PA6D!,LAMSAS,Male,69,White,At least some college or beyond,Professional or technical job,,Berks ,PA,40.34444,-75.95834,"Lowman, Guy",1939,
PA7A,LAMSAS,Male,80,White,At least some high school,Farmer,Fulton,Lancaster ,PA,39.75083,-76.22611,"Lowman, Guy",1939,
PA7B,LAMSAS,Male,53,White,At least some high school,Farmer,Drumore,Lancaster ,PA,39.82278,-76.21611,"Lowman, Guy",1939,
PA7C,LAMSAS,Male,65,White,At least some high school,Farmer,West Earl,Lancaster ,PA,40.13111,-76.14806,"Lowman, Guy",1939,
PA7D!,LAMSAS,Male,39,White,At least some college or beyond,Clerical or sales position,Lancaster,Lancaster ,PA,40.03778,-76.30583,"Lowman, Guy",1939,
PA8A,LAMSAS,Male,65,White,At least some high school,Laborer,Peach Bottom,York ,PA,39.73917,-76.28972,"Lowman, Guy",1939,
PA8B,LAMSAS,Male,46,White,At least some high school,Farmer,Peach Bottom,York ,PA,39.72694,-76.32693,"Lowman, Guy",1939,
PA8C,LAMSAS,Male,66,White,At least some college or beyond,Farmer,West Manheim,York ,PA,39.80056,-76.98333,"Lowman, Guy",1940,
PA8D!,LAMSAS,Female,62,White,At least some high school,Keeping house,York,York ,PA,39.9625,-76.72806,"Lowman, Guy",1939,
PA9A,LAMSAS,Male,78,White,At least some high school,Farmer,East Hanover,Dauphin ,PA,40.35222,-76.715,"Lowman, Guy",1939,
PA9B,LAMSAS,Male,57,White,At least some high school,Farmer,Lower Paxton,Dauphin ,PA,40.33389,-76.78944,"Lowman, Guy",1940,
PA9C!,LAMSAS,Female,68,White,At least some high school,Clerical or sales position,Harrisburg,Harrisburg,PA,40.27361,-76.88472,"Lowman, Guy",1939,
PA10,LAMSAS,Male,66,White,At least some high school,Farmer,North Annville,Lebanon ,PA,40.36917,-76.47778,"Lowman, Guy",1939,
PA11A,LAMSAS,Male,73,White,At least some high school,Farmer,Lewis,Northumberland ,PA,41.10194,-76.77139,"Lowman, Guy",1939,
PA11B,LAMSAS,Male,37,White,At least some high school,Farmer,Point,Northumberland ,PA,40.89167,-76.79778,"Lowman, Guy",1940,
PA12A,LAMSAS,Male,67,White,At least some high school,Craftsman or foreman,Anthony,Montour ,PA,41.11639,-76.63194,"Lowman, Guy",1939,
PA12B,LAMSAS,Female,47,White,At least some high school,Keeping house,Danville,Montour ,PA,40.96333,-76.61305,"Lowman, Guy",1939,
PA13A,LAMSAS,Male,74,White,Between 1 and 8 years,Farmer,Greenwood,Columbia ,PA,41.07806,-76.41472,"Lowman, Guy",1939,
PA13B,LAMSAS,Male,47,White,At least some high school,Farmer,Greenwood,Columbia ,PA,41.13334,-76.4225,"Lowman, Guy",1939,
PA14A,LAMSAS,Male,76,White,At least some high school,Farmer,Hegins,Schuylkill ,PA,40.64583,-76.53944,"Lowman, Guy",1940,
PA14B,LAMSAS,Male,36,White,Between 1 and 8 years,Clerical or sales position,Ashland,Schuylkill ,PA,40.78167,-76.34611,"Lowman, Guy",1939,
PA14C,LAMSAS,Male,80,White,At least some high school,Farmer,Pitman,Schuylkill ,PA,40.70944,-76.52111,"Lowman, Guy",1940,
PA15A,LAMSAS,Male,69,White,Between 1 and 8 years,Farmer,Ross,Luzerne ,PA,41.28222,-76.145,"Lowman, Guy",1939,
PA15B,LAMSAS,Male,44,White,At least some high school,Farmer,Union,Luzerne ,PA,41.22889,-76.15945,"Lowman, Guy",1939,
PA15C!,LAMSAS,Male,62,White,At least some college or beyond,Professional or technical job,Kingston,Luzerne ,PA,41.26167,-75.89722,"Lowman, Guy",1939,
PA16A,LAMSAS,Male,69,White,At least some high school,Farmer,Lower Towamensing,Carbon ,PA,40.83278,-75.52278,"Lowman, Guy",1939,
PA16B,LAMSAS,Male,39,White,At least some high school,Clerical or sales position,Mauch Chunk,Carbon ,PA,40.875,-75.75,"Lowman, Guy",1939,
PA16C,LAMSAS,Male,50,White,Unknown,Operative,Jim Thorpe,Carbon ,PA,40.87583,-75.73278,"Lowman, Guy",1939,
PA17A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,Upper Macungie,Lehigh ,PA,40.59222,-75.58916,"Lowman, Guy",1939,
PA17B,LAMSAS,Male,74,White,At least some high school,"Manager, official, or proprietor",Allentown,Lehigh ,PA,40.60833,-75.46667,"Lowman, Guy",1939,
PA18A,LAMSAS,Female,69,White,At least some high school,Keeping house,Mt. Bethel,Northampton ,PA,40.90472,-75.11195,"Lowman, Guy",1939,
PA18B!,LAMSAS,Male,60,White,At least some college or beyond,Professional or technical job,Easton,Northampton ,PA,40.68833,-75.22111,"Lowman, Guy",1939,
PA19A,LAMSAS,Female,70,White,Between 1 and 8 years,Keeping house,Middle Smithfield,Monroe ,PA,41.04306,-75.12778,"Lowman, Guy",1939,
PA19B,LAMSAS,Male,49,White,At least some high school,Craftsman or foreman,Barrett,Monroe ,PA,41.15389,-75.28083,"Lowman, Guy",1939,
PA20A,LAMSAS,Male,75,White,At least some high school,Farmer,Delaware,Pike ,PA,41.22,-74.87167,"Lowman, Guy",1939,
PA20B,LAMSAS,Male,44,White,At least some high school,Farmer,Delaware,Pike ,PA,41.32222,-74.80278,"Lowman, Guy",1939,
PA21A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,Scott,Wayne ,PA,41.93889,-75.39528,"Lowman, Guy",1939,
PA21B,LAMSAS,Male,56,White,Unknown,Farmer,Berlin,Wayne ,PA,41.59361,-75.20944,"Lowman, Guy",1939,
PA22A,LAMSAS,Male,85,White,Between 1 and 8 years,Farmer,Benton,Lackawanna ,PA,41.59806,-75.715,"Lowman, Guy",1939,
PA22B,LAMSAS,Male,48,White,At least some high school,Farmer,Benton,Lackawanna ,PA,41.59444,-75.71389,"Lowman, Guy",1939,
PA23A,LAMSAS,Male,87,White,At least some high school,Farmer,Harford,Susquehanna ,PA,41.78222,-75.70194,"Lowman, Guy",1939,
PA23B,LAMSAS,Male,51,White,At least some high school,Farmer,New Milford,Susquehanna ,PA,41.85222,-75.79444,"Lowman, Guy",1939,
PA24A,LAMSAS,Male,74,White,At least some high school,Farmer,Windham,Wyoming ,PA,41.58306,-76.14417,"Lowman, Guy",1939,
PA24B,LAMSAS,Male,42,White,At least some high school,Farmer,Mehoopany,Wyoming ,PA,41.56333,-76.06084,"Lowman, Guy",1939,
PA25A,LAMSAS,Male,80,White,At least some high school,Farmer,Elkland,Sullivan ,PA,41.55361,-76.60778,"Lowman, Guy",1939,
PA25B,LAMSAS,Male,52,White,At least some high school,Farmer,Elkland,Sullivan ,PA,41.51056,-76.62278,"Lowman, Guy",1939,
PA26A,LAMSAS,Male,83,White,At least some high school,Farmer,Warren,Bradford ,PA,41.93778,-76.18111,"Lowman, Guy",1939,
PA26B,LAMSAS,Male,51,White,At least some high school,Farmer,Herrick,Bradford ,PA,41.73111,-76.235,"Lowman, Guy",1939,
PA27A,LAMSAS,Male,70,White,At least some high school,Farmer,Covington,Tioga ,PA,41.73167,-77.175,"Lowman, Guy",1939,
PA27B,LAMSAS,Male,50,White,At least some high school,Farmer,Middlebury,Tioga ,PA,41.825,-77.28778,"Lowman, Guy",1939,
PA28A,LAMSAS,Male,72,White,At least some high school,Farmer,Wolf,Lycoming ,PA,41.31333,-76.7625,"Lowman, Guy",1939,
PA28B!,LAMSAS,Female,50,White,At least some college or beyond,Other (see notes),Williamsport,Lycoming ,PA,41.24111,-77.00139,"Lowman, Guy",1939,single woman
PA29A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,Green ,Clinton ,PA,41.03417,-77.30695,"Lowman, Guy",1939,
PA29B,LAMSAS,Male,42,White,At least some high school,Farmer,Lamar,Clinton ,PA,41.05444,-77.46167,"Lowman, Guy",1939,
PA30A,LAMSAS,Male,73,White,Between 1 and 8 years,Farmer,Bingham,Potter ,PA,41.94444,-77.81667,"Lowman, Guy",1939,
PA30B,LAMSAS,Male,48,White,At least some high school,Farmer,Ulysses,Potter ,PA,41.85222,-77.77084,"Lowman, Guy",1939,
PA31A,LAMSAS,Male,75,White,Between 1 and 8 years,Laborer,Shippen,Cameron ,PA,41.54167,-78.33334,"Lowman, Guy",1940,
PA31B,LAMSAS,Male,54,White,Between 1 and 8 years,Craftsman or foreman,Shippen,Cameron ,PA,41.51222,-78.23528,"Lowman, Guy",1940,
PA32A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,Boggs,Centre ,PA,40.94167,-77.78528,"Lowman, Guy",1939,
PA32B,LAMSAS,Male,40,White,At least some high school,Farmer,Boggs,Centre ,PA,40.93472,-77.81416,"Lowman, Guy",1939,
PA33A,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,Greenfield,Blair ,PA,40.355,-78.55278,"Lowman, Guy",1940,
PA33B,LAMSAS,Male,46,White,Between 1 and 8 years,Farmer,Snyder,Blair ,PA,40.67056,-78.23889,"Lowman, Guy",1939,
PA34A,LAMSAS,Male,79,White,At least some high school,Farmer,Tell,Huntingdon ,PA,40.23361,-77.76583,"Lowman, Guy",1939,
PA34B,LAMSAS,Male,37,White,At least some high school,Farmer,Cass,Huntingdon ,PA,40.29306,-78.02722,"Lowman, Guy",1939,
PA34C!,LAMSAS,Female,75,White,At least some high school,Other (see notes),Huntingdon,Huntingdon ,PA,40.48472,-78.01056,"Lowman, Guy",1939,Single woman
PA35A,LAMSAS,Male,67,White,Between 1 and 8 years,Laborer,Bratton,Mifflin ,PA,40.49611,-77.72972,"Lowman, Guy",1939,
PA35B,LAMSAS,Male,46,White,At least some high school,Farmer,Oliver,Mifflin ,PA,40.51111,-77.76417,"Lowman, Guy",1939,
PA35C,LAMSAS,Male,,White,At least some high school,Farmer,Oliver,Mifflin ,PA,40.49917,-77.74167,"Lowman, Guy",1939,
PA36A,LAMSAS,Male,73,White,Between 1 and 8 years,Operative,Gregg,Union ,PA,41.1075,-76.89861,"Lowman, Guy",1939,
PA36B,LAMSAS,Male,50,White,At least some high school,Farmer,Greg ,Union ,PA,41.07583,-76.875,"Lowman, Guy",1939,
PA37A,LAMSAS,Male,76,White,Between 1 and 8 years,Farmer,Adams,Snyder ,PA,40.80305,-77.20556,"Lowman, Guy",1940,
PA37B,LAMSAS,Male,40,White,At least some high school,Farmer,Chapman,Snyder ,PA,40.68083,-76.89528,"Lowman, Guy",1940,
PA37C,LAMSAS,Male,78,White,No formal schooling,Laborer,Port Ann,Snyder ,PA,40.82417,-77.14833,"Lowman, Guy",1940,
PA38A,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,Spruce Hill,Juniata ,PA,40.47722,-77.45111,"Lowman, Guy",1939,
PA38B,LAMSAS,Male,42,White,At least some high school,Farmer,Fermanaugh,Juniata ,PA,40.56972,-77.39722,"Lowman, Guy",1939,
PA39A,LAMSAS,Male,85,White,At least some high school,Farmer,Saville,Perry ,PA,40.45611,-77.30556,"Lowman, Guy",1940,
PA39B,LAMSAS,Male,41,White,At least some high school,Farmer,Center,Perry ,PA,40.41972,-77.18667,"Lowman, Guy",1939,
PA40A,LAMSAS,Male,77,White,At least some high school,Farmer,Hopewell,Cumberland ,PA,40.13722,-77.555,"Lowman, Guy",1940,
PA40B,LAMSAS,Male,36,White,At least some high school,Farmer,Upper Mifflin,Cumberland ,PA,40.17305,-77.39889,"Lowman, Guy",1939,
PA41A,LAMSAS,Male,70,White,Between 1 and 8 years,Laborer,Straban,Adams ,PA,39.88222,-77.16055,"Lowman, Guy",1940,
PA41B,LAMSAS,Male,58,White,At least some high school,Farmer,Hamiltonban,Adams ,PA,39.78722,-77.36889,"Lowman, Guy",1939,
PA42A,LAMSAS,Male,59,White,At least some high school,Farmer,Letterkenney,Franklin ,PA,39.9375,-77.66139,"Lowman, Guy",1940,
PA42B,LAMSAS,Male,51,White,Between 1 and 8 years,Farmer,Hamilton ,Franklin ,PA,39.95833,-77.66666,"Lowman, Guy",1940,
PA43A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,Union,Fulton ,PA,39.76639,-78.28333,"Lowman, Guy",1939,
PA43B,LAMSAS,Male,51,White,At least some high school,Farmer,Bethel,Fulton ,PA,39.75167,-78.18777,"Lowman, Guy",1939,
PA44A,LAMSAS,Male,75,White,At least some high school,Farmer,Monroe,Bedford ,PA,39.91667,-78.38416,"Lowman, Guy",1939,
PA44B,LAMSAS,Male,51,White,At least some high school,Farmer,West Providence,Bedford ,PA,39.96944,-78.3675,"Lowman, Guy",1939,
PA45A,LAMSAS,Male,81,White,At least some high school,Farmer,Lower Turkeyfoot,Somerset ,PA,39.85611,-79.31555,"Lowman, Guy",1940,
PA45B,LAMSAS,Male,43,White,At least some high school,Farmer,Stony Creek,Somerset ,PA,40.00917,-78.84861,"Lowman, Guy",1940,
PA46A,LAMSAS,Male,61,White,Between 1 and 8 years,Laborer,Stewart,Fayette ,PA,39.87167,-79.4925,"Lowman, Guy",1940,
PA46B,LAMSAS,Male,45,White,At least some high school,Farmer,Lower Tyrone,Fayette ,PA,40.04694,-79.65472,"Lowman, Guy",1940,
PA47A,LAMSAS,Male,90,White,Between 1 and 8 years,Farmer,New Freeport,Greene ,PA,39.75972,-80.42583,"Lowman, Guy",1940,
PA47B,LAMSAS,Male,49,White,At least some high school,Farmer,Whitley,Greene ,PA,39.89639,-80.17944,"Lowman, Guy",1940,
PA48A,LAMSAS,Male,89,White,At least some high school,Farmer,West Finley,Washington ,PA,39.99306,-80.46333,"Lowman, Guy",1940,
PA48B,LAMSAS,Male,70,White,Between 1 and 8 years,Farmer,Hopewell,Washington ,PA,40.22639,-80.36056,"Lowman, Guy",1940,
PA48C,LAMSAS,Male,44,White,At least some college or beyond,Farmer,Nottingham,Washington ,PA,40.18167,-80.13333,"Lowman, Guy",1940,
PA49A,LAMSAS,Male,42,White,At least some high school,Farmer,Cook,Westmoreland ,PA,40.19667,-79.23889,"Lowman, Guy",1940,
